0.599 	0.005840008	5.84001E-06	5.84001E-09
0.600 	-0.005840008	0	        5.84001E-09
0.601 	-0.005840008	-5.84001E-06	0
0.602 	0.005840008	0	        0
0.603 	0.017520024	1.752E-05	1.752E-08
0.604 	0.017520024	3.504E-05	5.25601E-08
0.605 	0	        3.504E-05	8.76001E-08
0.606 	0.058400076	9.34401E-05	1.8104E-07
0.607 	-0.005840008	8.76001E-05	2.6864E-07
0.608 	0.017520024	0.00010512	3.7376E-07
0.609 	-0.005840008	9.92801E-05	4.73041E-07
0.610 	0.011680015	0.00011096	5.84001E-07
0.611 	0	        0.00011096	6.94961E-07
0.612 	-0.017520024	9.34401E-05	7.88401E-07
0.613 	-0.052560071	4.08801E-05	8.29281E-07
0.614 	-0.093440123	-5.25601E-05	7.76721E-07
0.615 	-0.122640169	-0.0001752	6.01521E-07
0.616 	-0.099280125	-0.00027448	3.2704E-07
0.617 	-0.011680015	-0.00028616	4.088E-08
0.618 	0.075920099	-0.00021024	-1.6936E-07
0.619 	0.105120141	-0.00010512	-2.7448E-07
0.620 	0.116800153	1.168E-05	-2.628E-07
0.621 	0.093440123	0.00010512	-1.5768E-07
0.622 	0.029200038	0.00013432	-2.33601E-08
0.623 	-0.070080094	6.42401E-05	4.088E-08
0.624 	-0.081760103	-1.752E-05	2.336E-08
0.625 	-0.105120141	-0.00012264	-9.92802E-08
0.626 	-0.064240085	-0.00018688	-2.8616E-07
0.627 	0.011680015	-0.0001752	-4.61361E-07
0.628 	0.116800153	-5.84001E-05	-5.19761E-07
0.629 	0.146000194	8.76001E-05	-4.32161E-07
0.630 	0.157680216	0.00024528	-1.8688E-07
0.631 	0.122640169	0.00036792	1.8104E-07
0.632 	0.075920099	0.000443841	6.24881E-07
0.633 	0.005840008	0.000449681	1.07456E-06
0.634 	-0.070080094	0.000379601	1.45416E-06
0.635 	-0.064240085	0.00031536	1.76952E-06
0.636 	-0.093440123	0.00022192	1.99144E-06
0.637 	-0.046720061	0.0001752	2.16664E-06
0.638 	0.064240085	0.00023944	2.40608E-06
0.639 	0.140160188	0.000379601	2.78568E-06
0.640 	-0.023360031	0.00035624	3.14192E-06
