3.289	-0.06104	-0.00024416	-9.7664E-07
3.293	-0.1794478	-0.000961951	-4.82444E-06
3.297	-0.6579622	-0.0035938	-1.91996E-05
3.301	-2.0935054	-0.011967822	-6.70709E-05
3.305	-4.5458966	-0.030151408	-0.000187677
3.309	-7.7758786	-0.061254922	-0.000432696
3.313	-4.9047824	-0.080874052	-0.000756192
3.316	-4.24683	-0.097861372	-0.001147638
3.32	-9.0917932	-0.134228545	-0.001684552
3.324	-11.2451178	-0.179209016	-0.002401388
3.328	-10.0488318	-0.219404343	-0.003279006
3.332	-8.4338408	-0.253139706	-0.004291564
3.336	-9.2114218	-0.289985394	-0.005451506
3.34	-10.2282698	-0.330898473	-0.0067751
3.344	-9.689946	-0.369658257	-0.008253733
3.348	-8.7927266	-0.404829163	-0.00987305
3.352	-9.5703174	-0.443110433	-0.011645491
3.355	-9.869384	-0.482587969	-0.013575843
3.359	-9.1516124	-0.519194418	-0.015652621
3.363	-9.271241	-0.556279382	-0.017877738
3.367	-10.0488318	-0.59647471	-0.020263637
3.371	-9.689946	-0.635234494	-0.022804575
3.375	-9.0917932	-0.671601666	-0.025490982
3.379	-9.869384	-0.711079202	-0.028335299
3.383	-9.8095746	-0.750317501	-0.031336569
3.387	-9.3908696	-0.787880979	-0.034488093
3.391	-9.5703174	-0.826162249	-0.037792742
3.395	-9.6301268	-0.864682756	-0.041251473
3.398	-9.5104982	-0.902724749	-0.044862372
3.402	-9.5703174	-0.941006018	-0.048626396
3.406	-9.689946	-0.979765802	-0.052545459
3.41	-9.3310504	-1.017090004	-0.056613819
3.414	-9.6301268	-1.055610511	-0.060836261
3.418	-9.8095746	-1.09484881	-0.065215656
3.422	-9.5703174	-1.133130079	-0.069748176
3.426	-9.271241	-1.170215043	-0.074429037
3.43	-9.6301268	-1.20873555	-0.079263979
3.434	-9.869384	-1.248213086	-0.084256831
3.438	-9.3908696	-1.285776565	-0.089399937
3.441	-9.3310504	-1.323100766	-0.094692341
3.445	-9.689946	-1.36186055	-0.100139783
3.449	-9.7497554	-1.400859572	-0.105743221
3.453	-9.271241	-1.437944536	-0.111494999
3.457	-9.5703174	-1.476225806	-0.117399902
3.461	-9.7497554	-1.515224827	-0.123460802
3.465	-9.5104982	-1.55326682	-0.129673869
3.469	-9.5104982	-1.591308813	-0.136039104
3.473	-9.869384	-1.630786349	-0.14256225
3.477	-9.689946	-1.669546133	-0.149240434
3.48	-9.3908696	-1.707109611	-0.156068873
3.484	-9.5703174	-1.745390881	-0.163050436
3.488	-9.8095746	-1.784629179	-0.170188953
3.492	-9.450679	-1.822431895	-0.17747868
3.496	-9.3908696	-1.859995374	-0.184918662
3.5	-9.6301268	-1.898515881	-0.192512725
3.504	-9.5104982	-1.936557874	-0.200258957
3.508	-9.2114218	-1.973403561	-0.208152571
3.512	-9.271241	-2.010488525	-0.216194525
3.516	-9.5703174	-2.048769794	-0.224389604
3.52	-9.450679	-2.08657251	-0.232735894
3.523	-9.3310504	-2.123896712	-0.241231481
3.527	-9.5703174	-2.162177982	-0.249880193
3.531	-9.689946	-2.200937766	-0.258683944
3.535	-9.450679	-2.238740482	-0.267638906
3.539	-9.5703174	-2.277021751	-0.276746993
3.543	-9.2114218	-2.313867438	-0.286002463
3.547	-9.2114218	-2.350713126	-0.295405315
3.551	-9.869384	-2.390190662	-0.304966078
3.555	-8.852536	-2.425600806	-0.314668481
3.559	-9.0917932	-2.461967978	-0.324516353
3.563	-9.8095746	-2.501206277	-0.334521178
3.566	-9.3908696	-2.538769755	-0.344676257
3.57	-7.8955072	-2.570351784	-0.354957665
3.574	-5.9814496	-2.594277582	-0.365334775
3.578	-2.3327626	-2.603608633	-0.375749209
3.582	-2.631839	-2.614135989	-0.386205753
